2010-Hors réseau public-Inconnu-2 véhicules par le côté-Blessé hospitalisé,2
2010-Hors réseau public-Inconnu-2 véhicules par le côté-Blessé léger,2
2010-Hors réseau public-Inconnu-2 véhicules par le côté-Indemne,4
2010-Hors réseau public-Inconnu-3+ véhicules en chaîne-Blessé hospitalisé,8
2010-Hors réseau public-Inconnu-3+ véhicules en chaîne-Indemne,56
2010-Hors réseau public-Inconnu-Autre collision-Blessé hospitalisé,12
2010-Hors réseau public-Inconnu-Autre collision-Blessé léger,14
2010-Hors réseau public-Inconnu-Autre collision-Indemne,17
2010-Hors réseau public-Inconnu-Autre collision-Tué,1
2010-Hors réseau public-Inconnu-Sans collision-Blessé hospitalisé,4
2010-Hors réseau public-Inconnu-Sans collision-Blessé léger,3
2010-Hors réseau public-Inconnu-Sans collision-Indemne,1
2010-Hors réseau public-Sur accotement-Autre collision-Blessé hospitalisé,2
2010-Hors réseau public-Sur accotement-Autre collision-Blessé léger,1
2010-Hors réseau public-Sur accotement-Autre collision-Tué,1
2010-Hors réseau public-Sur accotement-Sans collision-Blessé hospitalisé,1
2010-Hors réseau public-Sur chaussée-2 véhicules frontales-Blessé hospitalisé,12
2010-Hors réseau public-Sur chaussée-2 véhicules frontales-Blessé léger,30
2010-Hors réseau public-Sur chaussée-2 véhicules frontales-Indemne,28
2010-Hors réseau public-Sur chaussée-2 véhicules par l'arrière-Blessé léger,10
2010-Hors réseau public-Sur chaussée-2 véhicules par l'arrière-Indemne,10
2010-Hors réseau public-Sur chaussée-2 véhicules par le côté-Blessé hospitalisé,18
2010-Hors réseau public-Sur chaussée-2 véhicules par le côté-Blessé léger,32
2010-Hors réseau public-Sur chaussée-2 véhicules par le côté-Indemne,44
2010-Hors réseau public-Sur chaussée-3+ véhicules collisions multiples-Blessé léger,6
2010-Hors réseau public-Sur chaussée-3+ véhicules collisions multiples-Indemne,6
2010-Hors réseau public-Sur chaussée-Autre collision-Blessé hospitalisé,27
2010-Hors réseau public-Sur chaussée-Autre collision-Blessé léger,28
2010-Hors réseau public-Sur chaussée-Autre collision-Indemne,34
2010-Hors réseau public-Sur chaussée-Autre collision-Tué,1
2010-Hors réseau public-Sur chaussée-Sans collision-Blessé hospitalisé,3
2010-Hors réseau public-Sur chaussée-Sans collision-Blessé léger,6
2010-Hors réseau public-Sur chaussée-Sans collision-Indemne,4
2010-Hors réseau public-Sur piste cyclable-Autre collision-Blessé léger,1
2010-Hors réseau public-Sur trottoir-Autre collision-Blessé hospitalisé,1
2010-Hors réseau public-Sur trottoir-Autre collision-Blessé léger,1
2010-Hors réseau public-Sur trottoir-Autre collision-Indemne,1
2010-Hors réseau public-Sur trottoir-Sans collision-Blessé léger,1
2010-Inconnu-Inconnu-2 véhicules frontales-Blessé hospitalisé,12
2010-Inconnu-Inconnu-2 véhicules frontales-Blessé léger,8
2010-Inconnu-Inconnu-2 véhicules frontales-Indemne,16
2010-Inconnu-Inconnu-2 véhicules par l'arrière-Blessé léger,16
2010-Inconnu-Inconnu-2 véhicules par l'arrière-Indemne,18
2010-Inconnu-Inconnu-2 véhicules par le côté-Blessé hospitalisé,10
2010-Inconnu-Inconnu-2 véhicules par le côté-Blessé léger,22
2010-Inconnu-Inconnu-2 véhicules par le côté-Indemne,28
2010-Inconnu-Inconnu-3+ véhicules en chaîne-Blessé hospitalisé,4
2010-Inconnu-Inconnu-3+ véhicules en chaîne-Blessé léger,3
2010-Inconnu-Inconnu-3+ véhicules en chaîne-Indemne,18
2010-Inconnu-Inconnu-Autre collision-Blessé hospitalisé,56
2010-Inconnu-Inconnu-Autre collision-Blessé léger,41
2010-Inconnu-Inconnu-Autre collision-Indemne,82
2010-Inconnu-Inconnu-Autre collision-Tué,1
2010-Inconnu-Inconnu-Sans collision-Blessé hospitalisé,16
2010-Inconnu-Inconnu-Sans collision-Blessé léger,15
2010-Inconnu-Inconnu-Sans collision-Indemne,13
2010-Inconnu-Inconnu-Sans collision-Tué,1
2010-Inconnu-Sur accotement-2 véhicules frontales-Blessé hospitalisé,4
2010-Inconnu-Sur accotement-2 véhicules frontales-Blessé léger,4
2010-Inconnu-Sur accotement-2 véhicules par le côté-Blessé hospitalisé,2
2010-Inconnu-Sur accotement-2 véhicules par le côté-Indemne,2
2010-Inconnu-Sur accotement-Autre collision-Blessé hospitalisé,22
2010-Inconnu-Sur accotement-Autre collision-Blessé léger,4
2010-Inconnu-Sur accotement-Autre collision-Indemne,5
2010-Inconnu-Sur accotement-Autre collision-Tué,1
2010-Inconnu-Sur accotement-Sans collision-Blessé hospitalisé,2
2010-Inconnu-Sur accotement-Sans collision-Blessé léger,3
2010-Inconnu-Sur accotement-Sans collision-Tué,1
2010-Inconnu-Sur bande d’arrêt d’urgence-2 véhicules par l'arrière-Blessé léger,2
2010-Inconnu-Sur bande d’arrêt d’urgence-2 véhicules par l'arrière-Indemne,2
2010-Inconnu-Sur bande d’arrêt d’urgence-2 véhicules par le côté-Blessé léger,2
2010-Inconnu-Sur bande d’arrêt d’urgence-2 véhicules par le côté-Indemne,2
2010-Inconnu-Sur bande d’arrêt d’urgence-Autre collision-Blessé hospitalisé,2
2010-Inconnu-Sur bande d’arrêt d’urgence-Sans collision-Blessé léger,1
2010-Inconnu-Sur chaussée-2 véhicules frontales-Blessé hospitalisé,124
2010-Inconnu-Sur chaussée-2 véhicules frontales-Blessé léger,134
2010-Inconnu-Sur chaussée-2 véhicules frontales-Indemne,154
2010-Inconnu-Sur chaussée-2 véhicules frontales-Tué,6
2010-Inconnu-Sur chaussée-2 véhicules par l'arrière-Blessé hospitalisé,70
2010-Inconnu-Sur chaussée-2 véhicules par l'arrière-Blessé léger,148
2010-Inconnu-Sur chaussée-2 véhicules par l'arrière-Indemne,196
2010-Inconnu-Sur chaussée-2 véhicules par le côté-Blessé hospitalisé,230
2010-Inconnu-Sur chaussée-2 véhicules par le côté-Blessé léger,346
2010-Inconnu-Sur chaussée-2 véhicules par le côté-Indemne,484
2010-Inconnu-Sur chaussée-2 véhicules par le côté-Tué,6
2010-Inconnu-Sur chaussée-3+ véhicules collisions multiples-Blessé hospitalisé,9
2010-Inconnu-Sur chaussée-3+ véhicules collisions multiples-Blessé léger,29
2010-Inconnu-Sur chaussée-3+ véhicules collisions multiples-Indemne,49
2010-Inconnu-Sur chaussée-3+ véhicules en chaîne-Blessé hospitalisé,27
2010-Inconnu-Sur chaussée-3+ véhicules en chaîne-Blessé léger,65
2010-Inconnu-Sur chaussée-3+ véhicules en chaîne-Indemne,106
2010-Inconnu-Sur chaussée-Autre collision-Blessé hospitalisé,155
2010-Inconnu-Sur chaussée-Autre collision-Blessé léger,156
2010-Inconnu-Sur chaussée-Autre collision-Indemne,200
2010-Inconnu-Sur chaussée-Autre collision-Tué,15
2010-Inconnu-Sur chaussée-Sans collision-Blessé hospitalisé,32
2010-Inconnu-Sur chaussée-Sans collision-Blessé léger,58
2010-Inconnu-Sur chaussée-Sans collision-Indemne,22
2010-Inconnu-Sur chaussée-Sans collision-Tué,5
2010-Inconnu-Sur piste cyclable-2 véhicules frontales-Blessé hospitalisé,8
2010-Inconnu-Sur piste cyclable-2 véhicules frontales-Blessé léger,8
2010-Inconnu-Sur piste cyclable-2 véhicules par le côté-Blessé hospitalisé,2
2010-Inconnu-Sur piste cyclable-2 véhicules par le côté-Indemne,2
2010-Inconnu-Sur piste cyclable-Autre collision-Blessé hospitalisé,10
2010-Inconnu-Sur piste cyclable-Autre collision-Blessé léger,4
2010-Inconnu-Sur piste cyclable-Autre collision-Indemne,2
2010-Inconnu-Sur piste cyclable-Autre collision-Tué,1
2010-Inconnu-Sur piste cyclable-Sans collision-Blessé hospitalisé,2
2010-Inconnu-Sur piste cyclable-Sans collision-Blessé léger,1
2010-Inconnu-Sur trottoir-2 véhicules par le côté-Blessé hospitalisé,6
2010-Inconnu-Sur trottoir-2 véhicules par le côté-Indemne,6
2010-Inconnu-Sur trottoir-Autre collision-Blessé hospitalisé,16
2010-Inconnu-Sur trottoir-Autre collision-Blessé léger,26
2010-Inconnu-Sur trottoir-Autre collision-Indemne,20
2010-Inconnu-Sur trottoir-Autre collision-Tué,2
2010-Inconnu-Sur trottoir-Sans collision-Blessé hospitalisé,3
2010-Inconnu-Sur trottoir-Sans collision-Blessé léger,2
2010-Inconnu-Sur trottoir-Sans collision-Indemne,1
2010-Inconnu-Sur trottoir-Sans collision-Tué,2
2010-Parc de stationnement ouvert à la circulation publique-Inconnu-2 véhicules frontales-Blessé hospitalisé,6
2010-Parc de stationnement ouvert à la circulation publique-Inconnu-2 véhicules frontales-Blessé léger,2
2010-Parc de stationnement ouvert à la circulation publique-Inconnu-2 véhicules frontales-Indemne,10
2010-Parc de stationnement ouvert à la circulation publique-Inconnu-2 véhicules par l'arrière-Blessé hospitalisé,4
2010-Parc de stationnement ouvert à la circulation publique-Inconnu-2 véhicules par l'arrière-Indemne,6
2010-Parc de stationnement ouvert à la circulation publique-Inconnu-2 véhicules par le côté-Blessé hospitalisé,6
2010-Parc de stationnement ouvert à la circulation publique-Inconnu-2 véhicules par le côté-Blessé léger,18
2010-Parc de stationnement ouvert à la circulation publique-Inconnu-2 véhicules par le côté-Indemne,26
2010-Parc de stationnement ouvert à la circulation publique-Inconnu-Autre collision-Blessé hospitalisé,42
2010-Parc de stationnement ouvert à la circulation publique-Inconnu-Autre collision-Blessé léger,51
2010-Parc de stationnement ouvert à la circulation publique-Inconnu-Autre collision-Indemne,82
2010-Parc de stationnement ouvert à la circulation publique-Inconnu-Sans collision-Blessé hospitalisé,4
2010-Parc de stationnement ouvert à la circulation publique-Inconnu-Sans collision-Blessé léger,7
2010-Parc de stationnement ouvert à la circulation publique-Inconnu-Sans collision-Indemne,10
2010-Parc de stationnement ouvert à la circulation publique-Sur accotement-2 véhicules par le côté-Blessé hospitalisé,2
2010-Parc de stationnement ouvert à la circulation publique-Sur accotement-2 véhicules par le côté-Blessé léger,2
2010-Parc de stationnement ouvert à la circulation publique-Sur accotement-Autre collision-Blessé hospitalisé,4
2010-Parc de stationnement ouvert à la circulation publique-Sur accotement-Autre collision-Blessé léger,6
2010-Parc de stationnement ouvert à la circulation publique-Sur accotement-Autre collision-Indemne,5
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-2 véhicules frontales-Blessé hospitalisé,24
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-2 véhicules frontales-Blessé léger,10
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-2 véhicules frontales-Indemne,22
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-2 véhicules par l'arrière-Blessé hospitalisé,6
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-2 véhicules par l'arrière-Blessé léger,38
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-2 véhicules par l'arrière-Indemne,44
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-2 véhicules par le côté-Blessé hospitalisé,30
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-2 véhicules par le côté-Blessé léger,166
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-2 véhicules par le côté-Indemne,186
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-3+ véhicules collisions multiples-Blessé léger,5
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-3+ véhicules collisions multiples-Indemne,25
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-3+ véhicules en chaîne-Blessé léger,6
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-3+ véhicules en chaîne-Indemne,18
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-Autre collision-Blessé hospitalisé,75
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-Autre collision-Blessé léger,98
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-Autre collision-Indemne,150
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-Autre collision-Tué,1
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-Sans collision-Blessé hospitalisé,15
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-Sans collision-Blessé léger,20
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-Sans collision-Indemne,23
2010-Parc de stationnement ouvert à la circulation publique-Sur chaussée-Sans collision-Tué,1
2010-Parc de stationnement ouvert à la circulation publique-Sur piste cyclable-2 véhicules par le côté-Blessé léger,2
2010-Parc de stationnement ouvert à la circulation publique-Sur piste cyclable-2 véhicules par le côté-Indemne,2
2010-Parc de stationnement ouvert à la circulation publique-Sur piste cyclable-Autre collision-Blessé léger,1
2010-Parc de stationnement ouvert à la circulation publique-Sur piste cyclable-Autre collision-Indemne,1
2010-Parc de stationnement ouvert à la circulation publique-Sur trottoir-2 véhicules frontales-Blessé léger,2
2010-Parc de stationnement ouvert à la circulation publique-Sur trottoir-2 véhicules frontales-Indemne,2
2010-Parc de stationnement ouvert à la circulation publique-Sur trottoir-Autre collision-Blessé hospitalisé,6
2010-Parc de stationnement ouvert à la circulation publique-Sur trottoir-Autre collision-Blessé léger,4
2010-Parc de stationnement ouvert à la circulation publique-Sur trottoir-Autre collision-Indemne,7
2010-Route Départementale-Inconnu-2 véhicules frontales-Blessé hospitalisé,192
2010-Route Départementale-Inconnu-2 véhicules frontales-Blessé léger,106
2010-Route Départementale-Inconnu-2 véhicules frontales-Indemne,158
2010-Route Départementale-Inconnu-2 véhicules frontales-Tué,22
2010-Route Départementale-Inconnu-2 véhicules par l'arrière-Blessé hospitalisé,54
2010-Route Départementale-Inconnu-2 véhicules par l'arrière-Blessé léger,92
2010-Route Départementale-Inconnu-2 véhicules par l'arrière-Indemne,128
2010-Route Départementale-Inconnu-2 véhicules par le côté-Blessé hospitalisé,282
2010-Route Départementale-Inconnu-2 véhicules par le côté-Blessé léger,360
2010-Route Départementale-Inconnu-2 véhicules par le côté-Indemne,520
2010-Route Départementale-Inconnu-2 véhicules par le côté-Tué,34
2010-Route Départementale-Inconnu-3+ véhicules collisions multiples-Blessé hospitalisé,86
2010-Route Départementale-Inconnu-3+ véhicules collisions multiples-Blessé léger,105
2010-Route Départementale-Inconnu-3+ véhicules collisions multiples-Indemne,173
2010-Route Départementale-Inconnu-3+ véhicules collisions multiples-Tué,20
2010-Route Départementale-Inconnu-3+ véhicules en chaîne-Blessé hospitalisé,27
2010-Route Départementale-Inconnu-3+ véhicules en chaîne-Blessé léger,60
2010-Route Départementale-Inconnu-3+ véhicules en chaîne-Indemne,84
2010-Route Départementale-Inconnu-Autre collision-Blessé hospitalisé,227
2010-Route Départementale-Inconnu-Autre collision-Blessé léger,153
2010-Route Départementale-Inconnu-Autre collision-Indemne,198
2010-Route Départementale-Inconnu-Autre collision-Tué,51
2010-Route Départementale-Inconnu-Sans collision-Blessé hospitalisé,125
2010-Route Départementale-Inconnu-Sans collision-Blessé léger,77
2010-Route Départementale-Inconnu-Sans collision-Indemne,46
2010-Route Départementale-Inconnu-Sans collision-Tué,28
2010-Route Départementale-Sur accotement-2 véhicules frontales-Blessé hospitalisé,116
2010-Route Départementale-Sur accotement-2 véhicules frontales-Blessé léger,78
2010-Route Départementale-Sur accotement-2 véhicules frontales-Indemne,116
2010-Route Départementale-Sur accotement-2 véhicules frontales-Tué,14
2010-Route Départementale-Sur accotement-2 véhicules par l'arrière-Blessé hospitalisé,40
2010-Route Départementale-Sur accotement-2 véhicules par l'arrière-Blessé léger,22
2010-Route Départementale-Sur accotement-2 véhicules par l'arrière-Indemne,58
2010-Route Départementale-Sur accotement-2 véhicules par l'arrière-Tué,22
2010-Route Départementale-Sur accotement-2 véhicules par le côté-Blessé hospitalisé,90
2010-Route Départementale-Sur accotement-2 véhicules par le côté-Blessé léger,118
2010-Route Départementale-Sur accotement-2 véhicules par le côté-Indemne,114
2010-Route Départementale-Sur accotement-2 véhicules par le côté-Tué,20
2010-Route Départementale-Sur accotement-3+ véhicules collisions multiples-Blessé hospitalisé,48
2010-Route Départementale-Sur accotement-3+ véhicules collisions multiples-Blessé léger,35
2010-Route Départementale-Sur accotement-3+ véhicules collisions multiples-Indemne,76
2010-Route Départementale-Sur accotement-3+ véhicules collisions multiples-Tué,15
2010-Route Départementale-Sur accotement-3+ véhicules en chaîne-Blessé hospitalisé,6
2010-Route Départementale-Sur accotement-3+ véhicules en chaîne-Blessé léger,6
2010-Route Départementale-Sur accotement-3+ véhicules en chaîne-Indemne,21
2010-Route Départementale-Sur accotement-Autre collision-Blessé hospitalisé,1246
2010-Route Départementale-Sur accotement-Autre collision-Blessé léger,403
2010-Route Départementale-Sur accotement-Autre collision-Indemne,338
2010-Route Départementale-Sur accotement-Autre collision-Tué,456
2010-Route Départementale-Sur accotement-Sans collision-Blessé hospitalisé,712
2010-Route Départementale-Sur accotement-Sans collision-Blessé léger,347
2010-Route Départementale-Sur accotement-Sans collision-Indemne,193
2010-Route Départementale-Sur accotement-Sans collision-Tué,150
2010-Route Départementale-Sur bande d’arrêt d’urgence-2 véhicules frontales-Blessé hospitalisé,10
2010-Route Départementale-Sur bande d’arrêt d’urgence-2 véhicules frontales-Blessé léger,12
2010-Route Départementale-Sur bande d’arrêt d’urgence-2 véhicules frontales-Indemne,6
2010-Route Départementale-Sur bande d’arrêt d’urgence-2 véhicules par l'arrière-Blessé hospitalisé,6
2010-Route Départementale-Sur bande d’arrêt d’urgence-2 véhicules par l'arrière-Blessé léger,26
2010-Route Départementale-Sur bande d’arrêt d’urgence-2 véhicules par l'arrière-Indemne,26
2010-Route Départementale-Sur bande d’arrêt d’urgence-2 véhicules par le côté-Blessé léger,18
2010-Route Départementale-Sur bande d’arrêt d’urgence-2 véhicules par le côté-Indemne,24
2010-Route Départementale-Sur bande d’arrêt d’urgence-Autre collision-Blessé hospitalisé,12
2010-Route Départementale-Sur bande d’arrêt d’urgence-Autre collision-Blessé léger,9
2010-Route Départementale-Sur bande d’arrêt d’urgence-Autre collision-Indemne,22
2010-Route Départementale-Sur bande d’arrêt d’urgence-Autre collision-Tué,1
2010-Route Départementale-Sur bande d’arrêt d’urgence-Sans collision-Blessé hospitalisé,3
2010-Route Départementale-Sur bande d’arrêt d’urgence-Sans collision-Blessé léger,11
2010-Route Départementale-Sur bande d’arrêt d’urgence-Sans collision-Indemne,21
2010-Route Départementale-Sur bande d’arrêt d’urgence-Sans collision-Tué,1
2010-Route Départementale-Sur chaussée-2 véhicules frontales-Blessé hospitalisé,6712
2010-Route Départementale-Sur chaussée-2 véhicules frontales-Blessé léger,4460
2010-Route Départementale-Sur chaussée-2 véhicules frontales-Indemne,6090
2010-Route Départementale-Sur chaussée-2 véhicules frontales-Tué,1276
2010-Route Départementale-Sur chaussée-2 véhicules par l'arrière-Blessé hospitalisé,1812
2010-Route Départementale-Sur chaussée-2 véhicules par l'arrière-Blessé léger,3562
2010-Route Départementale-Sur chaussée-2 véhicules par l'arrière-Indemne,4618
2010-Route Départementale-Sur chaussée-2 véhicules par l'arrière-Tué,174
2010-Route Départementale-Sur chaussée-2 véhicules par le côté-Blessé hospitalisé,7174
2010-Route Départementale-Sur chaussée-2 véhicules par le côté-Blessé léger,8052
2010-Route Départementale-Sur chaussée-2 véhicules par le côté-Indemne,12592
2010-Route Départementale-Sur chaussée-2 véhicules par le côté-Tué,846
2010-Route Départementale-Sur chaussée-3+ véhicules collisions multiples-Blessé hospitalisé,2498
2010-Route Départementale-Sur chaussée-3+ véhicules collisions multiples-Blessé léger,2830
2010-Route Départementale-Sur chaussée-3+ véhicules collisions multiples-Indemne,5608
