Num_Acc,lum,col,weekday
201600005635,nuit sans éclairage public,Sans collision,samedi
201600005636,plein jour,Deux véhicules - frontale,jeudi
201600005636,plein jour,Deux véhicules - frontale,jeudi
201600005636,plein jour,Deux véhicules - frontale,jeudi
201600005636,plein jour,Deux véhicules - frontale,jeudi
201600005636,plein jour,Deux véhicules - frontale,jeudi
201600005637,nuit sans éclairage public,Deux véhicules - frontale,vendredi
201600005637,nuit sans éclairage public,Deux véhicules - frontale,vendredi
201600005638,plein jour,Autre collision,mercredi
201600005639,plein jour,Sans collision,lundi
201600005640,plein jour,Autre collision,dimanche
201600005641,plein jour,Deux véhicules - frontale,jeudi
201600005641,plein jour,Deux véhicules - frontale,jeudi
201600005642,crepuscule ou aube,Autre collision,samedi
201600005643,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005643,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005643,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005644,plein jour,Deux véhicules - frontale,jeudi
201600005644,plein jour,Deux véhicules - frontale,jeudi
201600005645,crepuscule ou aube,Deux véhicules - par le côté,jeudi
201600005645,crepuscule ou aube,Deux véhicules - par le côté,jeudi
201600005646,nuit sans éclairage public,Sans collision,samedi
201600005646,nuit sans éclairage public,Sans collision,samedi
201600005647,crepuscule ou aube,Sans collision,lundi
201600005648,plein jour,Autre collision,samedi
201600005649,plein jour,Deux véhicules - frontale,vendredi
201600005649,plein jour,Deux véhicules - frontale,vendredi
201600005650,crepuscule ou aube,Autre collision,lundi
201600005651,plein jour,Sans collision,dimanche
201600005652,nuit sans éclairage public,Autre collision,vendredi
201600005653,plein jour,Autre collision,samedi
201600005654,plein jour,Sans collision,lundi
201600005655,plein jour,Deux véhicules - frontale,lundi
201600005655,plein jour,Deux véhicules - frontale,lundi
201600005656,nuit avec eclairage public allume,Deux véhicules - par le côté,samedi
201600005656,nuit avec eclairage public allume,Deux véhicules - par le côté,samedi
201600005656,nuit avec eclairage public allume,Deux véhicules - par le côté,samedi
201600005656,nuit avec eclairage public allume,Deux véhicules - par le côté,samedi
201600005656,nuit avec eclairage public allume,Deux véhicules - par le côté,samedi
201600005656,nuit avec eclairage public allume,Deux véhicules - par le côté,samedi
201600005657,plein jour,Autre collision,samedi
201600005658,plein jour,Autre collision,mercredi
201600005659,nuit avec eclairage public allume,Trois véhicules et plus - en chaîne,vendredi
201600005659,nuit avec eclairage public allume,Trois véhicules et plus - en chaîne,vendredi
201600005659,nuit avec eclairage public allume,Trois véhicules et plus - en chaîne,vendredi
201600005659,nuit avec eclairage public allume,Trois véhicules et plus - en chaîne,vendredi
201600005659,nuit avec eclairage public allume,Trois véhicules et plus - en chaîne,vendredi
201600005659,nuit avec eclairage public allume,Trois véhicules et plus - en chaîne,vendredi
201600005659,nuit avec eclairage public allume,Trois véhicules et plus - en chaîne,vendredi
201600005660,plein jour,Autre collision,samedi
201600005660,plein jour,Autre collision,samedi
201600005661,plein jour,Autre collision,samedi
201600005662,plein jour,Sans collision,samedi
201600005663,plein jour,Autre collision,jeudi
201600005664,plein jour,Sans collision,samedi
201600005664,plein jour,Sans collision,samedi
201600005664,plein jour,Sans collision,samedi
201600005665,crepuscule ou aube,Autre collision,dimanche
201600005665,crepuscule ou aube,Autre collision,dimanche
201600005666,crepuscule ou aube,Autre collision,vendredi
201600005666,crepuscule ou aube,Autre collision,vendredi
201600005667,plein jour,Deux véhicules - frontale,mercredi
201600005667,plein jour,Deux véhicules - frontale,mercredi
201600005667,plein jour,Deux véhicules - frontale,mercredi
201600005668,plein jour,Deux véhicules - par le côté,samedi
201600005668,plein jour,Deux véhicules - par le côté,samedi
201600005669,plein jour,Deux véhicules - par le côté,mercredi
201600005669,plein jour,Deux véhicules - par le côté,mercredi
201600005670,plein jour,Autre collision,jeudi
201600005671,plein jour,Autre collision,mercredi
201600005672,plein jour,Sans collision,dimanche
201600005673,nuit sans éclairage public,Autre collision,lundi
201600005674,plein jour,Deux véhicules - par l'arrière,jeudi
201600005674,plein jour,Deux véhicules - par l'arrière,jeudi
201600005675,plein jour,Sans collision,dimanche
201600005675,plein jour,Sans collision,dimanche
201600005676,plein jour,Autre collision,vendredi
201600005676,plein jour,Autre collision,vendredi
201600005677,nuit sans éclairage public,Sans collision,mardi
201600005677,nuit sans éclairage public,Sans collision,mardi
201600005678,nuit avec eclairage public allume,Autre collision,vendredi
201600005678,nuit avec eclairage public allume,Autre collision,vendredi
201600005679,plein jour,Deux véhicules - par le côté,lundi
201600005679,plein jour,Deux véhicules - par le côté,lundi
201600005680,nuit sans éclairage public,Deux véhicules - frontale,mardi
201600005680,nuit sans éclairage public,Deux véhicules - frontale,mardi
201600005680,nuit sans éclairage public,Deux véhicules - frontale,mardi
201600005681,plein jour,Sans collision,mardi
201600005682,nuit sans éclairage public,Trois véhicules et plus - en chaîne,mercredi
201600005682,nuit sans éclairage public,Trois véhicules et plus - en chaîne,mercredi
201600005682,nuit sans éclairage public,Trois véhicules et plus - en chaîne,mercredi
201600005682,nuit sans éclairage public,Trois véhicules et plus - en chaîne,mercredi
201600005683,plein jour,Deux véhicules - par le côté,mercredi
201600005683,plein jour,Deux véhicules - par le côté,mercredi
201600005684,plein jour,Deux véhicules - frontale,lundi
201600005684,plein jour,Deux véhicules - frontale,lundi
201600005684,plein jour,Deux véhicules - frontale,lundi
201600005685,nuit avec eclairage public allume,Autre collision,mardi
201600005685,nuit avec eclairage public allume,Autre collision,mardi
201600005685,nuit avec eclairage public allume,Autre collision,mardi
201600005686,plein jour,Autre collision,dimanche
201600005687,plein jour,Deux véhicules - frontale,mercredi
201600005687,plein jour,Deux véhicules - frontale,mercredi
201600005688,plein jour,Deux véhicules - par le côté,mercredi
201600005688,plein jour,Deux véhicules - par le côté,mercredi
201600005688,plein jour,Deux véhicules - par le côté,mercredi
201600005689,plein jour,Autre collision,vendredi
201600005689,plein jour,Autre collision,vendredi
201600005690,plein jour,Deux véhicules - frontale,jeudi
201600005690,plein jour,Deux véhicules - frontale,jeudi
201600005691,plein jour,Deux véhicules - frontale,lundi
201600005691,plein jour,Deux véhicules - frontale,lundi
201600005691,plein jour,Deux véhicules - frontale,lundi
201600005692,plein jour,Sans collision,dimanche
201600005693,plein jour,Autre collision,mercredi
201600005694,plein jour,Deux véhicules - frontale,lundi
201600005694,plein jour,Deux véhicules - frontale,lundi
201600005694,plein jour,Deux véhicules - frontale,lundi
201600005694,plein jour,Deux véhicules - frontale,lundi
201600005695,plein jour,Sans collision,lundi
201600005696,plein jour,Deux véhicules - frontale,samedi
201600005696,plein jour,Deux véhicules - frontale,samedi
201600005697,nuit sans éclairage public,Deux véhicules - frontale,vendredi
201600005697,nuit sans éclairage public,Deux véhicules - frontale,vendredi
201600005698,plein jour,Autre collision,mercredi
201600005698,plein jour,Autre collision,mercredi
201600005699,nuit sans éclairage public,Autre collision,jeudi
201600005699,nuit sans éclairage public,Autre collision,jeudi
201600005700,nuit avec eclairage public allume,Autre collision,vendredi
201600005701,plein jour,Deux véhicules - frontale,lundi
201600005701,plein jour,Deux véhicules - frontale,lundi
201600005702,plein jour,Autre collision,samedi
201600005702,plein jour,Autre collision,samedi
201600005702,plein jour,Autre collision,samedi
201600005703,nuit sans éclairage public,Autre collision,mercredi
201600005703,nuit sans éclairage public,Autre collision,mercredi
201600005703,nuit sans éclairage public,Autre collision,mercredi
201600005704,plein jour,Autre collision,vendredi
201600005705,plein jour,Deux véhicules - frontale,mercredi
201600005705,plein jour,Deux véhicules - frontale,mercredi
201600005706,plein jour,Sans collision,jeudi
201600005707,plein jour,Autre collision,lundi
201600005707,plein jour,Autre collision,lundi
201600005708,nuit sans éclairage public,Autre collision,samedi
201600005709,plein jour,Autre collision,samedi
201600005710,plein jour,Sans collision,samedi
201600005710,plein jour,Sans collision,samedi
201600005710,plein jour,Sans collision,samedi
201600005710,plein jour,Sans collision,samedi
201600005711,plein jour,Deux véhicules - frontale,vendredi
201600005711,plein jour,Deux véhicules - frontale,vendredi
201600005711,plein jour,Deux véhicules - frontale,vendredi
201600005711,plein jour,Deux véhicules - frontale,vendredi
201600005712,crepuscule ou aube,Deux véhicules - par le côté,samedi
201600005712,crepuscule ou aube,Deux véhicules - par le côté,samedi
201600005712,crepuscule ou aube,Deux véhicules - par le côté,samedi
201600005712,crepuscule ou aube,Deux véhicules - par le côté,samedi
201600005713,nuit sans éclairage public,Deux véhicules - par le côté,lundi
201600005713,nuit sans éclairage public,Deux véhicules - par le côté,lundi
201600005713,nuit sans éclairage public,Deux véhicules - par le côté,lundi
201600005714,plein jour,Deux véhicules - frontale,mardi
201600005714,plein jour,Deux véhicules - frontale,mardi
201600005715,plein jour,Autre collision,dimanche
201600005715,plein jour,Autre collision,dimanche
201600005716,plein jour,Deux véhicules - par le côté,mercredi
201600005716,plein jour,Deux véhicules - par le côté,mercredi
201600005716,plein jour,Deux véhicules - par le côté,mercredi
201600005717,plein jour,Deux véhicules - par le côté,vendredi
201600005717,plein jour,Deux véhicules - par le côté,vendredi
201600005718,plein jour,Deux véhicules - frontale,samedi
201600005718,plein jour,Deux véhicules - frontale,samedi
201600005719,plein jour,Sans collision,vendredi
201600005720,plein jour,Sans collision,lundi
201600005721,plein jour,Trois véhicules et plus - collisions multiples,samedi
201600005721,plein jour,Trois véhicules et plus - collisions multiples,samedi
201600005721,plein jour,Trois véhicules et plus - collisions multiples,samedi
201600005722,plein jour,Deux véhicules - frontale,lundi
201600005722,plein jour,Deux véhicules - frontale,lundi
201600005722,plein jour,Deux véhicules - frontale,lundi
201600005723,plein jour,Autre collision,dimanche
201600005724,nuit sans éclairage public,Sans collision,jeudi
201600005725,plein jour,Autre collision,dimanche
201600005726,plein jour,Autre collision,lundi
201600005727,plein jour,Autre collision,dimanche
201600005727,plein jour,Autre collision,dimanche
201600005727,plein jour,Autre collision,dimanche
201600005727,plein jour,Autre collision,dimanche
201600005728,plein jour,Deux véhicules - frontale,lundi
201600005728,plein jour,Deux véhicules - frontale,lundi
201600005729,plein jour,Deux véhicules - par le côté,lundi
201600005729,plein jour,Deux véhicules - par le côté,lundi
201600005730,plein jour,Deux véhicules - frontale,lundi
201600005730,plein jour,Deux véhicules - frontale,lundi
201600005731,plein jour,Deux véhicules - frontale,dimanche
201600005731,plein jour,Deux véhicules - frontale,dimanche
201600005732,plein jour,Deux véhicules - frontale,samedi
201600005732,plein jour,Deux véhicules - frontale,samedi
201600005733,nuit avec eclairage public allume,Sans collision,mercredi
201600005734,plein jour,Autre collision,vendredi
201600005735,nuit avec eclairage public allume,Autre collision,vendredi
201600005735,nuit avec eclairage public allume,Autre collision,vendredi
201600005736,nuit sans éclairage public,Autre collision,samedi
201600005737,nuit sans éclairage public,Autre collision,samedi
201600005737,nuit sans éclairage public,Autre collision,samedi
201600005738,plein jour,Deux véhicules - par le côté,lundi
201600005738,plein jour,Deux véhicules - par le côté,lundi
201600005738,plein jour,Deux véhicules - par le côté,lundi
201600005739,plein jour,Deux véhicules - par l'arrière,lundi
201600005739,plein jour,Deux véhicules - par l'arrière,lundi
201600005739,plein jour,Deux véhicules - par l'arrière,lundi
201600005740,plein jour,Deux véhicules - frontale,mercredi
201600005740,plein jour,Deux véhicules - frontale,mercredi
201600005740,plein jour,Deux véhicules - frontale,mercredi
201600005740,plein jour,Deux véhicules - frontale,mercredi
201600005741,plein jour,Deux véhicules - frontale,vendredi
201600005741,plein jour,Deux véhicules - frontale,vendredi
201600005741,plein jour,Deux véhicules - frontale,vendredi
201600005741,plein jour,Deux véhicules - frontale,vendredi
201600005741,plein jour,Deux véhicules - frontale,vendredi
201600005742,plein jour,Autre collision,samedi
201600005743,plein jour,Autre collision,jeudi
201600005743,plein jour,Autre collision,jeudi
201600005744,plein jour,Autre collision,lundi
201600005744,plein jour,Autre collision,lundi
201600005745,plein jour,Deux véhicules - par le côté,lundi
201600005745,plein jour,Deux véhicules - par le côté,lundi
201600005746,plein jour,Deux véhicules - frontale,dimanche
201600005746,plein jour,Deux véhicules - frontale,dimanche
201600005746,plein jour,Deux véhicules - frontale,dimanche
201600005747,plein jour,Deux véhicules - par l'arrière,jeudi
201600005747,plein jour,Deux véhicules - par l'arrière,jeudi
201600005747,plein jour,Deux véhicules - par l'arrière,jeudi
201600005747,plein jour,Deux véhicules - par l'arrière,jeudi
201600005747,plein jour,Deux véhicules - par l'arrière,jeudi
201600005747,plein jour,Deux véhicules - par l'arrière,jeudi
201600005747,plein jour,Deux véhicules - par l'arrière,jeudi
201600005747,plein jour,Deux véhicules - par l'arrière,jeudi
201600005748,plein jour,Autre collision,dimanche
201600005749,plein jour,Autre collision,samedi
201600005750,plein jour,Sans collision,dimanche
201600005751,plein jour,Autre collision,mardi
201600005752,nuit sans éclairage public,Deux véhicules - par le côté,dimanche
201600005752,nuit sans éclairage public,Deux véhicules - par le côté,dimanche
201600005752,nuit sans éclairage public,Deux véhicules - par le côté,dimanche
201600005752,nuit sans éclairage public,Deux véhicules - par le côté,dimanche
201600005753,plein jour,Deux véhicules - frontale,jeudi
201600005753,plein jour,Deux véhicules - frontale,jeudi
201600005754,plein jour,Autre collision,vendredi
201600005754,plein jour,Autre collision,vendredi
201600005755,plein jour,Deux véhicules - par l'arrière,vendredi
201600005755,plein jour,Deux véhicules - par l'arrière,vendredi
201600005756,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600005756,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600005756,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600005756,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600005756,plein jour,Trois véhicules et plus - collisions multiples,mercredi
201600005757,plein jour,Autre collision,mercredi
201600005758,plein jour,Trois véhicules et plus - en chaîne,samedi
201600005758,plein jour,Trois véhicules et plus - en chaîne,samedi
201600005758,plein jour,Trois véhicules et plus - en chaîne,samedi
201600005758,plein jour,Trois véhicules et plus - en chaîne,samedi
201600005758,plein jour,Trois véhicules et plus - en chaîne,samedi
201600005758,plein jour,Trois véhicules et plus - en chaîne,samedi
201600005758,plein jour,Trois véhicules et plus - en chaîne,samedi
201600005759,nuit sans éclairage public,Autre collision,dimanche
201600005759,nuit sans éclairage public,Autre collision,dimanche
201600005760,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005760,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005760,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005760,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005761,plein jour,Deux véhicules - frontale,vendredi
201600005761,plein jour,Deux véhicules - frontale,vendredi
201600005762,crepuscule ou aube,Sans collision,dimanche
201600005763,plein jour,Autre collision,lundi
201600005764,plein jour,Sans collision,vendredi
201600005764,plein jour,Sans collision,vendredi
201600005764,plein jour,Sans collision,vendredi
201600005765,plein jour,Deux véhicules - frontale,jeudi
201600005765,plein jour,Deux véhicules - frontale,jeudi
201600005766,plein jour,Autre collision,lundi
201600005767,plein jour,Deux véhicules - frontale,dimanche
201600005767,plein jour,Deux véhicules - frontale,dimanche
201600005768,plein jour,Deux véhicules - par le côté,lundi
201600005768,plein jour,Deux véhicules - par le côté,lundi
201600005769,plein jour,Autre collision,mercredi
201600005770,plein jour,Autre collision,vendredi
201600005770,plein jour,Autre collision,vendredi
201600005771,plein jour,Sans collision,mercredi
201600005772,plein jour,Deux véhicules - par le côté,mardi
201600005772,plein jour,Deux véhicules - par le côté,mardi
201600005773,plein jour,Deux véhicules - frontale,jeudi
201600005773,plein jour,Deux véhicules - frontale,jeudi
201600005774,plein jour,Deux véhicules - par l'arrière,mercredi
201600005774,plein jour,Deux véhicules - par l'arrière,mercredi
201600005774,plein jour,Deux véhicules - par l'arrière,mercredi
201600005775,plein jour,Sans collision,samedi
201600005775,plein jour,Sans collision,samedi
201600005776,plein jour,Deux véhicules - par le côté,mardi
201600005776,plein jour,Deux véhicules - par le côté,mardi
201600005777,plein jour,Autre collision,mercredi
201600005778,plein jour,Deux véhicules - par le côté,lundi
201600005778,plein jour,Deux véhicules - par le côté,lundi
201600005778,plein jour,Deux véhicules - par le côté,lundi
201600005779,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005779,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005779,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005779,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005779,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005779,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005779,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005779,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005779,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005779,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005779,plein jour,Trois véhicules et plus - collisions multiples,vendredi
201600005780,plein jour,Autre collision,lundi
201600005780,plein jour,Autre collision,lundi
201600005781,plein jour,Trois véhicules et plus - collisions multiples,lundi
201600005781,plein jour,Trois véhicules et plus - collisions multiples,lundi
201600005781,plein jour,Trois véhicules et plus - collisions multiples,lundi
201600005781,plein jour,Trois véhicules et plus - collisions multiples,lundi
201600005781,plein jour,Trois véhicules et plus - collisions multiples,lundi
201600005782,plein jour,Autre collision,mercredi
201600005782,plein jour,Autre collision,mercredi
201600005783,plein jour,Deux véhicules - par le côté,dimanche
201600005783,plein jour,Deux véhicules - par le côté,dimanche
201600005784,plein jour,Deux véhicules - par le côté,jeudi
201600005784,plein jour,Deux véhicules - par le côté,jeudi
201600005785,plein jour,Deux véhicules - par le côté,samedi
201600005785,plein jour,Deux véhicules - par le côté,samedi
201600005785,plein jour,Deux véhicules - par le côté,samedi
201600005785,plein jour,Deux véhicules - par le côté,samedi
201600005786,plein jour,Deux véhicules - frontale,vendredi
201600005786,plein jour,Deux véhicules - frontale,vendredi
201600005787,crepuscule ou aube,Autre collision,jeudi
201600005788,plein jour,Autre collision,dimanche
201600005789,plein jour,Deux véhicules - par le côté,dimanche
201600005789,plein jour,Deux véhicules - par le côté,dimanche
201600005789,plein jour,Deux véhicules - par le côté,dimanche
201600005790,nuit sans éclairage public,Autre collision,dimanche
201600005790,nuit sans éclairage public,Autre collision,dimanche
201600005790,nuit sans éclairage public,Autre collision,dimanche
201600005791,plein jour,Autre collision,mercredi
201600005791,plein jour,Autre collision,mercredi
201600005792,nuit sans éclairage public,Autre collision,mercredi
201600005793,plein jour,Deux véhicules - par le côté,vendredi
201600005793,plein jour,Deux véhicules - par le côté,vendredi
201600005794,plein jour,Deux véhicules - frontale,vendredi
201600005794,plein jour,Deux véhicules - frontale,vendredi
201600005795,nuit sans éclairage public,Sans collision,samedi
201600005796,nuit sans éclairage public,Deux véhicules - frontale,dimanche
201600005796,nuit sans éclairage public,Deux véhicules - frontale,dimanche
201600005796,nuit sans éclairage public,Deux véhicules - frontale,dimanche
201600005796,nuit sans éclairage public,Deux véhicules - frontale,dimanche
201600005796,nuit sans éclairage public,Deux véhicules - frontale,dimanche
201600005796,nuit sans éclairage public,Deux véhicules - frontale,dimanche
201600005796,nuit sans éclairage public,Deux véhicules - frontale,dimanche
201600005797,nuit sans éclairage public,Autre collision,mardi
201600005798,plein jour,Sans collision,mercredi
201600005798,plein jour,Sans collision,mercredi
201600005798,plein jour,Sans collision,mercredi
201600005798,plein jour,Sans collision,mercredi
201600005799,nuit sans éclairage public,Autre collision,mardi
201600005799,nuit sans éclairage public,Autre collision,mardi
201600005799,nuit sans éclairage public,Autre collision,mardi
201600005800,plein jour,Deux véhicules - par le côté,vendredi
201600005800,plein jour,Deux véhicules - par le côté,vendredi
201600005801,nuit sans éclairage public,Autre collision,jeudi
201600005801,nuit sans éclairage public,Autre collision,jeudi
201600005802,nuit sans éclairage public,Deux véhicules - frontale,mercredi
201600005802,nuit sans éclairage public,Deux véhicules - frontale,mercredi
201600005802,nuit sans éclairage public,Deux véhicules - frontale,mercredi
201600005802,nuit sans éclairage public,Deux véhicules - frontale,mercredi
201600005803,nuit sans éclairage public,Sans collision,jeudi
201600005804,plein jour,Sans collision,vendredi
201600005805,nuit sans éclairage public,Autre collision,mardi
201600005805,nuit sans éclairage public,Autre collision,mardi
201600005805,nuit sans éclairage public,Autre collision,mardi
201600005806,nuit sans éclairage public,Deux véhicules - frontale,samedi
201600005806,nuit sans éclairage public,Deux véhicules - frontale,samedi
201600005807,plein jour,Autre collision,lundi
201600005808,plein jour,Autre collision,samedi
201600005808,plein jour,Autre collision,samedi
201600005809,nuit sans éclairage public,Deux véhicules - par le côté,samedi
201600005809,nuit sans éclairage public,Deux véhicules - par le côté,samedi
201600005809,nuit sans éclairage public,Deux véhicules - par le côté,samedi
201600005809,nuit sans éclairage public,Deux véhicules - par le côté,samedi
201600005809,nuit sans éclairage public,Deux véhicules - par le côté,samedi
201600005810,plein jour,Deux véhicules - frontale,mercredi
201600005810,plein jour,Deux véhicules - frontale,mercredi
201600005811,nuit avec eclairage public allume,Deux véhicules - par le côté,mercredi
201600005811,nuit avec eclairage public allume,Deux véhicules - par le côté,mercredi
201600005812,plein jour,Autre collision,samedi
201600005813,plein jour,Autre collision,lundi
201600005814,plein jour,Autre collision,samedi
201600005814,plein jour,Autre collision,samedi
201600005815,plein jour,Deux véhicules - frontale,mardi
201600005815,plein jour,Deux véhicules - frontale,mardi
201600005815,plein jour,Deux véhicules - frontale,mardi
201600005816,plein jour,Autre collision,jeudi
201600005817,plein jour,Autre collision,jeudi
201600005818,plein jour,Deux véhicules - par le côté,samedi
201600005818,plein jour,Deux véhicules - par le côté,samedi
201600005818,plein jour,Deux véhicules - par le côté,samedi
201600005819,nuit sans éclairage public,Deux véhicules - par l'arrière,mardi
201600005819,nuit sans éclairage public,Deux véhicules - par l'arrière,mardi
201600005820,plein jour,Deux véhicules - par le côté,jeudi
201600005820,plein jour,Deux véhicules - par le côté,jeudi
201600005821,crepuscule ou aube,Autre collision,vendredi
201600005821,crepuscule ou aube,Autre collision,vendredi
201600005822,plein jour,Deux véhicules - par le côté,mercredi
201600005822,plein jour,Deux véhicules - par le côté,mercredi
201600005823,nuit sans éclairage public,Deux véhicules - frontale,dimanche
201600005823,nuit sans éclairage public,Deux véhicules - frontale,dimanche
201600005823,nuit sans éclairage public,Deux véhicules - frontale,dimanche
201600005824,plein jour,Deux véhicules - par le côté,mardi
201600005824,plein jour,Deux véhicules - par le côté,mardi
201600005825,plein jour,Autre collision,jeudi
201600005826,plein jour,Sans collision,mercredi
201600005827,plein jour,Deux véhicules - par l'arrière,jeudi
201600005827,plein jour,Deux véhicules - par l'arrière,jeudi
201600005828,nuit sans éclairage public,Autre collision,samedi
201600005829,plein jour,Sans collision,mercredi
201600005830,plein jour,Autre collision,lundi
201600005830,plein jour,Autre collision,lundi
201600005831,nuit sans éclairage public,Sans collision,dimanche
201600005832,nuit sans éclairage public,Deux véhicules - frontale,mardi
201600005832,nuit sans éclairage public,Deux véhicules - frontale,mardi
201600005833,plein jour,Deux véhicules - frontale,samedi
201600005833,plein jour,Deux véhicules - frontale,samedi
201600005833,plein jour,Deux véhicules - frontale,samedi
201600005833,plein jour,Deux véhicules - frontale,samedi
201600005833,plein jour,Deux véhicules - frontale,samedi
201600005833,plein jour,Deux véhicules - frontale,samedi
201600005833,plein jour,Deux véhicules - frontale,samedi
201600005834,plein jour,Deux véhicules - frontale,mercredi
201600005834,plein jour,Deux véhicules - frontale,mercredi
201600005835,plein jour,Deux véhicules - frontale,jeudi
201600005835,plein jour,Deux véhicules - frontale,jeudi
201600005836,nuit avec eclairage public allume,Deux véhicules - par le côté,lundi
201600005836,nuit avec eclairage public allume,Deux véhicules - par le côté,lundi
201600005836,nuit avec eclairage public allume,Deux véhicules - par le côté,lundi
201600005836,nuit avec eclairage public allume,Deux véhicules - par le côté,lundi
201600005837,nuit sans éclairage public,Deux véhicules - frontale,vendredi
201600005837,nuit sans éclairage public,Deux véhicules - frontale,vendredi
201600005838,nuit avec eclairage public allume,Autre collision,vendredi
201600005838,nuit avec eclairage public allume,Autre collision,vendredi
201600005839,plein jour,Sans collision,lundi
201600005840,nuit sans éclairage public,Deux véhicules - frontale,vendredi
201600005840,nuit sans éclairage public,Deux véhicules - frontale,vendredi
201600005841,plein jour,Autre collision,mardi
201600005841,plein jour,Autre collision,mardi
201600005842,plein jour,Deux véhicules - frontale,jeudi
201600005842,plein jour,Deux véhicules - frontale,jeudi
201600005842,plein jour,Deux véhicules - frontale,jeudi
201600005843,plein jour,Sans collision,lundi
201600005843,plein jour,Sans collision,lundi
201600005844,plein jour,Autre collision,lundi
201600005845,nuit sans éclairage public,Autre collision,lundi
201600005846,nuit sans éclairage public,Autre collision,dimanche
201600005847,plein jour,Sans collision,dimanche
201600005848,nuit sans éclairage public,Deux véhicules - par l'arrière,lundi
201600005848,nuit sans éclairage public,Deux véhicules - par l'arrière,lundi
201600005848,nuit sans éclairage public,Deux véhicules - par l'arrière,lundi
201600005848,nuit sans éclairage public,Deux véhicules - par l'arrière,lundi
201600005849,plein jour,Sans collision,jeudi
201600005849,plein jour,Sans collision,jeudi
201600005850,plein jour,Deux véhicules - par le côté,lundi
201600005850,plein jour,Deux véhicules - par le côté,lundi
201600005850,plein jour,Deux véhicules - par le côté,lundi
201600005851,plein jour,Deux véhicules - par le côté,mardi
201600005851,plein jour,Deux véhicules - par le côté,mardi
201600005852,plein jour,Deux véhicules - par l'arrière,dimanche
201600005852,plein jour,Deux véhicules - par l'arrière,dimanche
201600005852,plein jour,Deux véhicules - par l'arrière,dimanche
201600005853,nuit sans éclairage public,Autre collision,dimanche
201600005854,crepuscule ou aube,Autre collision,mardi
201600005855,plein jour,Autre collision,samedi
201600005856,nuit sans éclairage public,Autre collision,samedi
201600005856,nuit sans éclairage public,Autre collision,samedi
201600005856,nuit sans éclairage public,Autre collision,samedi
201600005857,plein jour,Deux véhicules - frontale,jeudi
201600005857,plein jour,Deux véhicules - frontale,jeudi
201600005857,plein jour,Deux véhicules - frontale,jeudi
201600005858,plein jour,Deux véhicules - frontale,dimanche
201600005858,plein jour,Deux véhicules - frontale,dimanche
201600005859,plein jour,Autre collision,lundi
201600005860,plein jour,Deux véhicules - frontale,samedi
201600005860,plein jour,Deux véhicules - frontale,samedi
201600005861,nuit sans éclairage public,Autre collision,samedi
201600005862,plein jour,Deux véhicules - frontale,vendredi
201600005862,plein jour,Deux véhicules - frontale,vendredi
201600005863,plein jour,Sans collision,mercredi
201600005863,plein jour,Sans collision,mercredi
201600005864,nuit sans éclairage public,Sans collision,lundi
201600005865,plein jour,Deux véhicules - par le côté,jeudi
201600005865,plein jour,Deux véhicules - par le côté,jeudi
201600005865,plein jour,Deux véhicules - par le côté,jeudi
201600005866,nuit avec eclairage public allume,Deux véhicules - frontale,dimanche
201600005866,nuit avec eclairage public allume,Deux véhicules - frontale,dimanche
201600005866,nuit avec eclairage public allume,Deux véhicules - frontale,dimanche
201600005866,nuit avec eclairage public allume,Deux véhicules - frontale,dimanche
201600005866,nuit avec eclairage public allume,Deux véhicules - frontale,dimanche
201600005866,nuit avec eclairage public allume,Deux véhicules - frontale,dimanche
201600005867,plein jour,Deux véhicules - par le côté,mardi
201600005867,plein jour,Deux véhicules - par le côté,mardi
201600005868,plein jour,Deux véhicules - par le côté,lundi
201600005868,plein jour,Deux véhicules - par le côté,lundi
201600005868,plein jour,Deux véhicules - par le côté,lundi
201600005869,plein jour,Autre collision,mercredi
201600005869,plein jour,Autre collision,mercredi
201600005870,plein jour,Deux véhicules - par le côté,dimanche
201600005870,plein jour,Deux véhicules - par le côté,dimanche
201600005871,nuit sans éclairage public,Sans collision,dimanche
201600005872,crepuscule ou aube,Deux véhicules - frontale,jeudi
201600005872,crepuscule ou aube,Deux véhicules - frontale,jeudi
